"district","county","year","sex","grade_level","number_overweight","percent_overweight","number_obese","percent_obese","number_overweight_or_obese","percent_overweight_or_obese","number_healthy_weight","percent_healthy_weight","num_asian","num_black","num_hisp","num_am_ind","num_white","num_female","num_male","num_lep","num_multi","num_swd","num_ecdis","num_free_lunch","num_reduced_lunch"
412901,"ONEIDA",2013,"FEMALE","ELEMENTARY",8,12.5,18,28.1,26,40.6,38,0.594,4,0,16,3,570,302,309,1,18,58,197,140,53
412901,"ONEIDA",2014,"FEMALE","ELEMENTARY",8,12.5,18,28.1,26,40.6,38,0.594,5,0,18,2,551,291,308,0,23,46,216,161,27
412901,"ONEIDA",2016,"FEMALE","ELEMENTARY",8,12.5,18,28.1,26,40.6,38,0.594,7,1,15,2,528,267,305,2,19,49,223,177,34
412901,"ONEIDA",2012,"FEMALE","ELEMENTARY",8,12.5,18,28.1,26,40.6,38,0.594,3,3,17,4,585,317,317,1,22,71,221,149,46
412901,"ONEIDA",2015,"MALE","ELEMENTARY",10,16.1,9,14.5,19,30.6,43,0.694,9,1,17,1,545,282,310,3,19,44,225,171,39
412901,"ONEIDA",2017,"MALE","ELEMENTARY",10,16.1,9,14.5,19,30.6,43,0.694,7,4,24,1,557,285,327,2,19,49,224,165,38
412901,"ONEIDA",2013,"MALE","ELEMENTARY",10,16.1,9,14.5,19,30.6,43,0.694,4,0,16,3,570,302,309,1,18,58,197,140,53
412901,"ONEIDA",2014,"MALE","ELEMENTARY",10,16.1,9,14.5,19,30.6,43,0.694,5,0,18,2,551,291,308,0,23,46,216,161,27
412901,"ONEIDA",2016,"MALE","ELEMENTARY",10,16.1,9,14.5,19,30.6,43,0.694,7,1,15,2,528,267,305,2,19,49,223,177,34
412901,"ONEIDA",2012,"MALE","ELEMENTARY",10,16.1,9,14.5,19,30.6,43,0.694,3,3,17,4,585,317,317,1,22,71,221,149,46
412901,"ONEIDA",2015,"MALE","MIDDLE/HIGH",6,12.8,11,23.4,17,36.2,30,0.638,9,1,17,1,545,282,310,3,19,44,225,171,39
412901,"ONEIDA",2017,"MALE","MIDDLE/HIGH",6,12.8,11,23.4,17,36.2,30,0.638,7,4,24,1,557,285,327,2,19,49,224,165,38
412901,"ONEIDA",2013,"MALE","MIDDLE/HIGH",6,12.8,11,23.4,17,36.2,30,0.638,4,0,16,3,570,302,309,1,18,58,197,140,53
412901,"ONEIDA",2014,"MALE","MIDDLE/HIGH",6,12.8,11,23.4,17,36.2,30,0.638,5,0,18,2,551,291,308,0,23,46,216,161,27
412901,"ONEIDA",2016,"MALE","MIDDLE/HIGH",6,12.8,11,23.4,17,36.2,30,0.638,7,1,15,2,528,267,305,2,19,49,223,177,34
412901,"ONEIDA",2012,"MALE","MIDDLE/HIGH",6,12.8,11,23.4,17,36.2,30,0.638,3,3,17,4,585,317,317,1,22,71,221,149,46
420101,"ONONDAGA",2014,"FEMALE","ELEMENTARY",51,15.7,32,9.8,83,25.5,237,0.729,70,132,118,37,4314,2305,2454,41,88,596,1156,808,267
420101,"ONONDAGA",2013,"FEMALE","ELEMENTARY",51,15.7,32,9.8,83,25.5,237,0.729,68,128,107,47,4430,2349,2488,47,57,584,1078,669,308
420101,"ONONDAGA",2016,"FEMALE","ELEMENTARY",51,15.7,32,9.8,83,25.5,237,0.729,56,129,145,47,4062,2226,2330,50,117,636,1192,852,219
420101,"ONONDAGA",2015,"FEMALE","ELEMENTARY",51,15.7,32,9.8,83,25.5,237,0.729,58,121,129,36,4211,2272,2379,52,96,604,1200,831,263
420101,"ONONDAGA",2012,"FEMALE","ELEMENTARY",51,15.7,32,9.8,83,25.5,237,0.729,78,139,96,54,4373,2301,2481,35,42,556,998,565,208
420101,"ONONDAGA",2017,"FEMALE","ELEMENTARY",51,15.7,32,9.8,83,25.5,237,0.729,54,120,174,46,3984,2198,2326,68,146,657,1221,847,185
420101,"ONONDAGA",2014,"MALE","ELEMENTARY",57,15,49,12.9,106,28,259,0.683,70,132,118,37,4314,2305,2454,41,88,596,1156,808,267
420101,"ONONDAGA",2013,"MALE","ELEMENTARY",57,15,49,12.9,106,28,259,0.683,68,128,107,47,4430,2349,2488,47,57,584,1078,669,308
420101,"ONONDAGA",2016,"MALE","ELEMENTARY",57,15,49,12.9,106,28,259,0.683,56,129,145,47,4062,2226,2330,50,117,636,1192,852,219
420101,"ONONDAGA",2015,"MALE","ELEMENTARY",57,15,49,12.9,106,28,259,0.683,58,121,129,36,4211,2272,2379,52,96,604,1200,831,263
420101,"ONONDAGA",2012,"MALE","ELEMENTARY",57,15,49,12.9,106,28,259,0.683,78,139,96,54,4373,2301,2481,35,42,556,998,565,208
420101,"ONONDAGA",2017,"MALE","ELEMENTARY",57,15,49,12.9,106,28,259,0.683,54,120,174,46,3984,2198,2326,68,146,657,1221,847,185
420101,"ONONDAGA",2014,"FEMALE","MIDDLE/HIGH",32,13.4,37,15.5,69,28.9,170,0.711,70,132,118,37,4314,2305,2454,41,88,596,1156,808,267
420101,"ONONDAGA",2013,"FEMALE","MIDDLE/HIGH",32,13.4,37,15.5,69,28.9,170,0.711,68,128,107,47,4430,2349,2488,47,57,584,1078,669,308
420101,"ONONDAGA",2016,"FEMALE","MIDDLE/HIGH",32,13.4,37,15.5,69,28.9,170,0.711,56,129,145,47,4062,2226,2330,50,117,636,1192,852,219
420101,"ONONDAGA",2015,"FEMALE","MIDDLE/HIGH",32,13.4,37,15.5,69,28.9,170,0.711,58,121,129,36,4211,2272,2379,52,96,604,1200,831,263
420101,"ONONDAGA",2012,"FEMALE","MIDDLE/HIGH",32,13.4,37,15.5,69,28.9,170,0.711,78,139,96,54,4373,2301,2481,35,42,556,998,565,208
420101,"ONONDAGA",2017,"FEMALE","MIDDLE/HIGH",32,13.4,37,15.5,69,28.9,170,0.711,54,120,174,46,3984,2198,2326,68,146,657,1221,847,185
420101,"ONONDAGA",2014,"MALE","MIDDLE/HIGH",44,16.8,62,23.7,106,40.5,156,0.595,70,132,118,37,4314,2305,2454,41,88,596,1156,808,267
420101,"ONONDAGA",2013,"MALE","MIDDLE/HIGH",44,16.8,62,23.7,106,40.5,156,0.595,68,128,107,47,4430,2349,2488,47,57,584,1078,669,308
420101,"ONONDAGA",2016,"MALE","MIDDLE/HIGH",44,16.8,62,23.7,106,40.5,156,0.595,56,129,145,47,4062,2226,2330,50,117,636,1192,852,219
420101,"ONONDAGA",2015,"MALE","MIDDLE/HIGH",44,16.8,62,23.7,106,40.5,156,0.595,58,121,129,36,4211,2272,2379,52,96,604,1200,831,263
420101,"ONONDAGA",2012,"MALE","MIDDLE/HIGH",44,16.8,62,23.7,106,40.5,156,0.595,78,139,96,54,4373,2301,2481,35,42,556,998,565,208
420101,"ONONDAGA",2017,"MALE","MIDDLE/HIGH",44,16.8,62,23.7,106,40.5,156,0.595,54,120,174,46,3984,2198,2326,68,146,657,1221,847,185
420303,"ONONDAGA",2013,"FEMALE","ELEMENTARY",125,16.6,125,16.6,250,33.2,485,0.644,163,342,276,55,7713,4333,4587,49,371,1172,3012,2183,669
420303,"ONONDAGA",2016,"FEMALE","ELEMENTARY",125,16.6,125,16.6,250,33.2,485,0.644,187,353,350,57,7211,4182,4444,90,468,1265,3273,2714,396
420303,"ONONDAGA",2015,"FEMALE","ELEMENTARY",125,16.6,125,16.6,250,33.2,485,0.644,171,357,333,38,7372,4215,4502,66,446,1246,3267,2493,474
420303,"ONONDAGA",2012,"FEMALE","ELEMENTARY",125,16.6,125,16.6,250,33.2,485,0.644,160,367,271,53,7931,4428,4673,48,319,1197,2792,1930,656
420303,"ONONDAGA",2014,"FEMALE","ELEMENTARY",125,16.6,125,16.6,250,33.2,485,0.644,168,347,281,45,7550,4246,4558,55,413,1216,2994,2325,591
420303,"ONONDAGA",2017,"FEMALE","ELEMENTARY",125,16.6,125,16.6,250,33.2,485,0.644,213,375,395,70,7330,4296,4601,103,514,1436,3468,2806,358
420303,"ONONDAGA",2013,"MALE","ELEMENTARY",150,17.9,133,15.9,283,33.8,521,0.622,163,342,276,55,7713,4333,4587,49,371,1172,3012,2183,669
420303,"ONONDAGA",2016,"MALE","ELEMENTARY",150,17.9,133,15.9,283,33.8,521,0.622,187,353,350,57,7211,4182,4444,90,468,1265,3273,2714,396
420303,"ONONDAGA",2015,"MALE","ELEMENTARY",150,17.9,133,15.9,283,33.8,521,0.622,171,357,333,38,7372,4215,4502,66,446,1246,3267,2493,474
420303,"ONONDAGA",2012,"MALE","ELEMENTARY",150,17.9,133,15.9,283,33.8,521,0.622,160,367,271,53,7931,4428,4673,48,319,1197,2792,1930,656
420303,"ONONDAGA",2014,"MALE","ELEMENTARY",150,17.9,133,15.9,283,33.8,521,0.622,168,347,281,45,7550,4246,4558,55,413,1216,2994,2325,591
420303,"ONONDAGA",2017,"MALE","ELEMENTARY",150,17.9,133,15.9,283,33.8,521,0.622,213,375,395,70,7330,4296,4601,103,514,1436,3468,2806,358
420303,"ONONDAGA",2013,"FEMALE","MIDDLE/HIGH",50,15.6,49,15.3,99,30.9,210,0.656,163,342,276,55,7713,4333,4587,49,371,1172,3012,2183,669
420303,"ONONDAGA",2016,"FEMALE","MIDDLE/HIGH",50,15.6,49,15.3,99,30.9,210,0.656,187,353,350,57,7211,4182,4444,90,468,1265,3273,2714,396
420303,"ONONDAGA",2015,"FEMALE","MIDDLE/HIGH",50,15.6,49,15.3,99,30.9,210,0.656,171,357,333,38,7372,4215,4502,66,446,1246,3267,2493,474
420303,"ONONDAGA",2012,"FEMALE","MIDDLE/HIGH",50,15.6,49,15.3,99,30.9,210,0.656,160,367,271,53,7931,4428,4673,48,319,1197,2792,1930,656
420303,"ONONDAGA",2014,"FEMALE","MIDDLE/HIGH",50,15.6,49,15.3,99,30.9,210,0.656,168,347,281,45,7550,4246,4558,55,413,1216,2994,2325,591
420303,"ONONDAGA",2017,"FEMALE","MIDDLE/HIGH",50,15.6,49,15.3,99,30.9,210,0.656,213,375,395,70,7330,4296,4601,103,514,1436,3468,2806,358
420303,"ONONDAGA",2013,"MALE","MIDDLE/HIGH",54,17.9,72,23.8,126,41.7,171,0.566,163,342,276,55,7713,4333,4587,49,371,1172,3012,2183,669
420303,"ONONDAGA",2016,"MALE","MIDDLE/HIGH",54,17.9,72,23.8,126,41.7,171,0.566,187,353,350,57,7211,4182,4444,90,468,1265,3273,2714,396
420303,"ONONDAGA",2015,"MALE","MIDDLE/HIGH",54,17.9,72,23.8,126,41.7,171,0.566,171,357,333,38,7372,4215,4502,66,446,1246,3267,2493,474
420303,"ONONDAGA",2012,"MALE","MIDDLE/HIGH",54,17.9,72,23.8,126,41.7,171,0.566,160,367,271,53,7931,4428,4673,48,319,1197,2792,1930,656
420303,"ONONDAGA",2014,"MALE","MIDDLE/HIGH",54,17.9,72,23.8,126,41.7,171,0.566,168,347,281,45,7550,4246,4558,55,413,1216,2994,2325,591
420303,"ONONDAGA",2017,"MALE","MIDDLE/HIGH",54,17.9,72,23.8,126,41.7,171,0.566,213,375,395,70,7330,4296,4601,103,514,1436,3468,2806,358
420501,"ONONDAGA",2015,"FEMALE","ELEMENTARY",23,19,28,23.1,51,42.1,64,0.529,7,11,29,5,1176,605,631,8,8,171,457,376,81
420501,"ONONDAGA",2014,"FEMALE","ELEMENTARY",23,19,28,23.1,51,42.1,64,0.529,8,11,30,7,1232,635,665,2,12,164,430,365,65
420501,"ONONDAGA",2012,"FEMALE","ELEMENTARY",23,19,28,23.1,51,42.1,64,0.529,9,15,19,5,1312,676,687,2,3,157,432,361,87
420501,"ONONDAGA",2016,"FEMALE","ELEMENTARY",23,19,28,23.1,51,42.1,64,0.529,8,10,30,6,1167,627,614,9,20,181,492,419,80
420501,"ONONDAGA",2017,"FEMALE","ELEMENTARY",23,19,28,23.1,51,42.1,64,0.529,6,15,25,6,1269,662,673,13,14,185,525,399,74
420501,"ONONDAGA",2013,"FEMALE","ELEMENTARY",23,19,28,23.1,51,42.1,64,0.529,9,13,18,6,1288,666,680,2,12,146,420,357,63
420501,"ONONDAGA",2015,"MALE","ELEMENTARY",20,14.3,31,22.1,51,36.4,84,0.6,7,11,29,5,1176,605,631,8,8,171,457,376,81
420501,"ONONDAGA",2014,"MALE","ELEMENTARY",20,14.3,31,22.1,51,36.4,84,0.6,8,11,30,7,1232,635,665,2,12,164,430,365,65
420501,"ONONDAGA",2012,"MALE","ELEMENTARY",20,14.3,31,22.1,51,36.4,84,0.6,9,15,19,5,1312,676,687,2,3,157,432,361,87
420501,"ONONDAGA",2016,"MALE","ELEMENTARY",20,14.3,31,22.1,51,36.4,84,0.6,8,10,30,6,1167,627,614,9,20,181,492,419,80
420501,"ONONDAGA",2017,"MALE","ELEMENTARY",20,14.3,31,22.1,51,36.4,84,0.6,6,15,25,6,1269,662,673,13,14,185,525,399,74
420501,"ONONDAGA",2013,"MALE","ELEMENTARY",20,14.3,31,22.1,51,36.4,84,0.6,9,13,18,6,1288,666,680,2,12,146,420,357,63
420501,"ONONDAGA",2015,"FEMALE","MIDDLE/HIGH",18,17.5,23,22.3,41,39.8,57,0.553,7,11,29,5,1176,605,631,8,8,171,457,376,81
420501,"ONONDAGA",2014,"FEMALE","MIDDLE/HIGH",18,17.5,23,22.3,41,39.8,57,0.553,8,11,30,7,1232,635,665,2,12,164,430,365,65
420501,"ONONDAGA",2012,"FEMALE","MIDDLE/HIGH",18,17.5,23,22.3,41,39.8,57,0.553,9,15,19,5,1312,676,687,2,3,157,432,361,87
420501,"ONONDAGA",2016,"FEMALE","MIDDLE/HIGH",18,17.5,23,22.3,41,39.8,57,0.553,8,10,30,6,1167,627,614,9,20,181,492,419,80
420501,"ONONDAGA",2017,"FEMALE","MIDDLE/HIGH",18,17.5,23,22.3,41,39.8,57,0.553,6,15,25,6,1269,662,673,13,14,185,525,399,74
420501,"ONONDAGA",2013,"FEMALE","MIDDLE/HIGH",18,17.5,23,22.3,41,39.8,57,0.553,9,13,18,6,1288,666,680,2,12,146,420,357,63
420501,"ONONDAGA",2015,"MALE","MIDDLE/HIGH",21,18.9,26,23.4,47,42.3,59,0.532,7,11,29,5,1176,605,631,8,8,171,457,376,81
420501,"ONONDAGA",2014,"MALE","MIDDLE/HIGH",21,18.9,26,23.4,47,42.3,59,0.532,8,11,30,7,1232,635,665,2,12,164,430,365,65
420501,"ONONDAGA",2012,"MALE","MIDDLE/HIGH",21,18.9,26,23.4,47,42.3,59,0.532,9,15,19,5,1312,676,687,2,3,157,432,361,87
420501,"ONONDAGA",2016,"MALE","MIDDLE/HIGH",21,18.9,26,23.4,47,42.3,59,0.532,8,10,30,6,1167,627,614,9,20,181,492,419,80
420501,"ONONDAGA",2017,"MALE","MIDDLE/HIGH",21,18.9,26,23.4,47,42.3,59,0.532,6,15,25,6,1269,662,673,13,14,185,525,399,74
420501,"ONONDAGA",2013,"MALE","MIDDLE/HIGH",21,18.9,26,23.4,47,42.3,59,0.532,9,13,18,6,1288,666,680,2,12,146,420,357,63
420701,"ONONDAGA",2016,"FEMALE","ELEMENTARY",32,16.2,17,8.6,49,24.7,143,0.722,42,86,61,7,1517,906,845,18,38,207,332,256,36
420701,"ONONDAGA",2014,"FEMALE","ELEMENTARY",32,16.2,17,8.6,49,24.7,143,0.722,40,69,56,7,1587,915,877,18,33,245,292,223,52
420701,"ONONDAGA",2013,"FEMALE","ELEMENTARY",32,16.2,17,8.6,49,24.7,143,0.722,32,61,46,4,1619,906,886,12,30,241,215,159,41
420701,"ONONDAGA",2017,"FEMALE","ELEMENTARY",32,16.2,17,8.6,49,24.7,143,0.722,37,85,65,8,1528,922,852,22,51,189,353,295,38
420701,"ONONDAGA",2012,"FEMALE","ELEMENTARY",32,16.2,17,8.6,49,24.7,143,0.722,35,58,34,6,1653,910,901,7,25,240,204,129,24
420701,"ONONDAGA",2015,"FEMALE","ELEMENTARY",32,16.2,17,8.6,49,24.7,143,0.722,36,75,52,6,1555,907,849,22,32,217,312,249,36
420701,"ONONDAGA",2016,"MALE","ELEMENTARY",19,11.8,21,13,40,24.8,116,0.72,42,86,61,7,1517,906,845,18,38,207,332,256,36
420701,"ONONDAGA",2014,"MALE","ELEMENTARY",19,11.8,21,13,40,24.8,116,0.72,40,69,56,7,1587,915,877,18,33,245,292,223,52
420701,"ONONDAGA",2013,"MALE","ELEMENTARY",19,11.8,21,13,40,24.8,116,0.72,32,61,46,4,1619,906,886,12,30,241,215,159,41
420701,"ONONDAGA",2017,"MALE","ELEMENTARY",19,11.8,21,13,40,24.8,116,0.72,37,85,65,8,1528,922,852,22,51,189,353,295,38
420701,"ONONDAGA",2012,"MALE","ELEMENTARY",19,11.8,21,13,40,24.8,116,0.72,35,58,34,6,1653,910,901,7,25,240,204,129,24
420701,"ONONDAGA",2015,"MALE","ELEMENTARY",19,11.8,21,13,40,24.8,116,0.72,36,75,52,6,1555,907,849,22,32,217,312,249,36
420701,"ONONDAGA",2016,"FEMALE","MIDDLE/HIGH",22,15.5,20,14.1,42,29.6,100,0.704,42,86,61,7,1517,906,845,18,38,207,332,256,36
420701,"ONONDAGA",2014,"FEMALE","MIDDLE/HIGH",22,15.5,20,14.1,42,29.6,100,0.704,40,69,56,7,1587,915,877,18,33,245,292,223,52
420701,"ONONDAGA",2013,"FEMALE","MIDDLE/HIGH",22,15.5,20,14.1,42,29.6,100,0.704,32,61,46,4,1619,906,886,12,30,241,215,159,41
420701,"ONONDAGA",2017,"FEMALE","MIDDLE/HIGH",22,15.5,20,14.1,42,29.6,100,0.704,37,85,65,8,1528,922,852,22,51,189,353,295,38
420701,"ONONDAGA",2012,"FEMALE","MIDDLE/HIGH",22,15.5,20,14.1,42,29.6,100,0.704,35,58,34,6,1653,910,901,7,25,240,204,129,24
420701,"ONONDAGA",2015,"FEMALE","MIDDLE/HIGH",22,15.5,20,14.1,42,29.6,100,0.704,36,75,52,6,1555,907,849,22,32,217,312,249,36
420701,"ONONDAGA",2016,"MALE","MIDDLE/HIGH",22,15.7,25,17.9,47,33.6,87,0.621,42,86,61,7,1517,906,845,18,38,207,332,256,36
420701,"ONONDAGA",2014,"MALE","MIDDLE/HIGH",22,15.7,25,17.9,47,33.6,87,0.621,40,69,56,7,1587,915,877,18,33,245,292,223,52
420701,"ONONDAGA",2013,"MALE","MIDDLE/HIGH",22,15.7,25,17.9,47,33.6,87,0.621,32,61,46,4,1619,906,886,12,30,241,215,159,41
420701,"ONONDAGA",2017,"MALE","MIDDLE/HIGH",22,15.7,25,17.9,47,33.6,87,0.621,37,85,65,8,1528,922,852,22,51,189,353,295,38
420701,"ONONDAGA",2012,"MALE","MIDDLE/HIGH",22,15.7,25,17.9,47,33.6,87,0.621,35,58,34,6,1653,910,901,7,25,240,204,129,24
420701,"ONONDAGA",2015,"MALE","MIDDLE/HIGH",22,15.7,25,17.9,47,33.6,87,0.621,36,75,52,6,1555,907,849,22,32,217,312,249,36
420807,"ONONDAGA",2014,"FEMALE","ELEMENTARY",23,20,32,27.8,55,47.8,60,0.522,6,6,16,258,522,406,423,0,21,147,409,334,51
420807,"ONONDAGA",2017,"FEMALE","ELEMENTARY",23,20,32,27.8,55,47.8,60,0.522,6,9,11,277,542,420,442,0,17,146,440,377,27
420807,"ONONDAGA",2015,"FEMALE","ELEMENTARY",23,20,32,27.8,55,47.8,60,0.522,7,6,10,257,550,414,436,0,20,141,418,345,39
420807,"ONONDAGA",2012,"FEMALE","ELEMENTARY",23,20,32,27.8,55,47.8,60,0.522,12,8,10,261,534,425,407,0,7,155,368,302,70
420807,"ONONDAGA",2013,"FEMALE","ELEMENTARY",23,20,32,27.8,55,47.8,60,0.522,11,7,11,246,521,412,399,0,15,160,380,296,59
420807,"ONONDAGA",2016,"FEMALE","ELEMENTARY",23,20,32,27.8,55,47.8,60,0.522,6,7,11,265,554,423,438,0,18,144,418,352,38
420807,"ONONDAGA",2014,"MALE","ELEMENTARY",13,12.7,18,17.6,31,30.4,66,0.647,6,6,16,258,522,406,423,0,21,147,409,334,51
420807,"ONONDAGA",2017,"MALE","ELEMENTARY",13,12.7,18,17.6,31,30.4,66,0.647,6,9,11,277,542,420,442,0,17,146,440,377,27
420807,"ONONDAGA",2015,"MALE","ELEMENTARY",13,12.7,18,17.6,31,30.4,66,0.647,7,6,10,257,550,414,436,0,20,141,418,345,39
420807,"ONONDAGA",2012,"MALE","ELEMENTARY",13,12.7,18,17.6,31,30.4,66,0.647,12,8,10,261,534,425,407,0,7,155,368,302,70
420807,"ONONDAGA",2013,"MALE","ELEMENTARY",13,12.7,18,17.6,31,30.4,66,0.647,11,7,11,246,521,412,399,0,15,160,380,296,59
420807,"ONONDAGA",2016,"MALE","ELEMENTARY",13,12.7,18,17.6,31,30.4,66,0.647,6,7,11,265,554,423,438,0,18,144,418,352,38
420807,"ONONDAGA",2014,"FEMALE","MIDDLE/HIGH",16,25.8,17,27.4,33,53.2,29,0.468,6,6,16,258,522,406,423,0,21,147,409,334,51
420807,"ONONDAGA",2017,"FEMALE","MIDDLE/HIGH",16,25.8,17,27.4,33,53.2,29,0.468,6,9,11,277,542,420,442,0,17,146,440,377,27
420807,"ONONDAGA",2015,"FEMALE","MIDDLE/HIGH",16,25.8,17,27.4,33,53.2,29,0.468,7,6,10,257,550,414,436,0,20,141,418,345,39
420807,"ONONDAGA",2012,"FEMALE","MIDDLE/HIGH",16,25.8,17,27.4,33,53.2,29,0.468,12,8,10,261,534,425,407,0,7,155,368,302,70
420807,"ONONDAGA",2013,"FEMALE","MIDDLE/HIGH",16,25.8,17,27.4,33,53.2,29,0.468,11,7,11,246,521,412,399,0,15,160,380,296,59
420807,"ONONDAGA",2016,"FEMALE","MIDDLE/HIGH",16,25.8,17,27.4,33,53.2,29,0.468,6,7,11,265,554,423,438,0,18,144,418,352,38
420807,"ONONDAGA",2014,"MALE","MIDDLE/HIGH",10,15.6,18,28.1,28,43.8,36,0.563,6,6,16,258,522,406,423,0,21,147,409,334,51
420807,"ONONDAGA",2017,"MALE","MIDDLE/HIGH",10,15.6,18,28.1,28,43.8,36,0.563,6,9,11,277,542,420,442,0,17,146,440,377,27
420807,"ONONDAGA",2015,"MALE","MIDDLE/HIGH",10,15.6,18,28.1,28,43.8,36,0.563,7,6,10,257,550,414,436,0,20,141,418,345,39
420807,"ONONDAGA",2012,"MALE","MIDDLE/HIGH",10,15.6,18,28.1,28,43.8,36,0.563,12,8,10,261,534,425,407,0,7,155,368,302,70
420807,"ONONDAGA",2013,"MALE","MIDDLE/HIGH",10,15.6,18,28.1,28,43.8,36,0.563,11,7,11,246,521,412,399,0,15,160,380,296,59
420807,"ONONDAGA",2016,"MALE","MIDDLE/HIGH",10,15.6,18,28.1,28,43.8,36,0.563,6,7,11,265,554,423,438,0,18,144,418,352,38
421101,"ONONDAGA",2016,"FEMALE","ELEMENTARY",29,18.6,7,4.5,36,23.1,114,0.731,29,6,17,3,1559,767,858,17,11,205,412,267,67
421101,"ONONDAGA",2014,"FEMALE","ELEMENTARY",29,18.6,7,4.5,36,23.1,114,0.731,25,5,13,3,1690,831,919,8,14,191,257,190,43
421101,"ONONDAGA",2015,"FEMALE","ELEMENTARY",29,18.6,7,4.5,36,23.1,114,0.731,23,4,12,3,1614,800,870,9,14,193,320,224,36
421101,"ONONDAGA",2017,"FEMALE","ELEMENTARY",29,18.6,7,4.5,36,23.1,114,0.731,26,5,22,1,1514,762,820,13,14,205,407,318,52
421101,"ONONDAGA",2012,"FEMALE","ELEMENTARY",29,18.6,7,4.5,36,23.1,114,0.731,25,5,16,3,1790,893,955,6,9,202,298,176,70
421101,"ONONDAGA",2013,"FEMALE","ELEMENTARY",29,18.6,7,4.5,36,23.1,114,0.731,27,4,12,3,1698,842,912,7,10,178,258,211,33
421101,"ONONDAGA",2016,"MALE","ELEMENTARY",31,16.1,17,8.9,48,25,138,0.719,29,6,17,3,1559,767,858,17,11,205,412,267,67
421101,"ONONDAGA",2014,"MALE","ELEMENTARY",31,16.1,17,8.9,48,25,138,0.719,25,5,13,3,1690,831,919,8,14,191,257,190,43
421101,"ONONDAGA",2015,"MALE","ELEMENTARY",31,16.1,17,8.9,48,25,138,0.719,23,4,12,3,1614,800,870,9,14,193,320,224,36
421101,"ONONDAGA",2017,"MALE","ELEMENTARY",31,16.1,17,8.9,48,25,138,0.719,26,5,22,1,1514,762,820,13,14,205,407,318,52
421101,"ONONDAGA",2012,"MALE","ELEMENTARY",31,16.1,17,8.9,48,25,138,0.719,25,5,16,3,1790,893,955,6,9,202,298,176,70
421101,"ONONDAGA",2013,"MALE","ELEMENTARY",31,16.1,17,8.9,48,25,138,0.719,27,4,12,3,1698,842,912,7,10,178,258,211,33
421101,"ONONDAGA",2016,"FEMALE","MIDDLE/HIGH",24,19.8,17,14,41,33.9,80,0.661,29,6,17,3,1559,767,858,17,11,205,412,267,67
421101,"ONONDAGA",2014,"FEMALE","MIDDLE/HIGH",24,19.8,17,14,41,33.9,80,0.661,25,5,13,3,1690,831,919,8,14,191,257,190,43
421101,"ONONDAGA",2015,"FEMALE","MIDDLE/HIGH",24,19.8,17,14,41,33.9,80,0.661,23,4,12,3,1614,800,870,9,14,193,320,224,36
421101,"ONONDAGA",2017,"FEMALE","MIDDLE/HIGH",24,19.8,17,14,41,33.9,80,0.661,26,5,22,1,1514,762,820,13,14,205,407,318,52
421101,"ONONDAGA",2012,"FEMALE","MIDDLE/HIGH",24,19.8,17,14,41,33.9,80,0.661,25,5,16,3,1790,893,955,6,9,202,298,176,70
421101,"ONONDAGA",2013,"FEMALE","MIDDLE/HIGH",24,19.8,17,14,41,33.9,80,0.661,27,4,12,3,1698,842,912,7,10,178,258,211,33
421101,"ONONDAGA",2016,"MALE","MIDDLE/HIGH",23,14.6,28,17.7,51,32.3,100,0.633,29,6,17,3,1559,767,858,17,11,205,412,267,67
421101,"ONONDAGA",2014,"MALE","MIDDLE/HIGH",23,14.6,28,17.7,51,32.3,100,0.633,25,5,13,3,1690,831,919,8,14,191,257,190,43
421101,"ONONDAGA",2015,"MALE","MIDDLE/HIGH",23,14.6,28,17.7,51,32.3,100,0.633,23,4,12,3,1614,800,870,9,14,193,320,224,36
421101,"ONONDAGA",2017,"MALE","MIDDLE/HIGH",23,14.6,28,17.7,51,32.3,100,0.633,26,5,22,1,1514,762,820,13,14,205,407,318,52
421101,"ONONDAGA",2012,"MALE","MIDDLE/HIGH",23,14.6,28,17.7,51,32.3,100,0.633,25,5,16,3,1790,893,955,6,9,202,298,176,70
421101,"ONONDAGA",2013,"MALE","MIDDLE/HIGH",23,14.6,28,17.7,51,32.3,100,0.633,27,4,12,3,1698,842,912,7,10,178,258,211,33
421501,"ONONDAGA",2016,"FEMALE","ELEMENTARY",98,16.1,99,16.3,197,32.3,402,0.66,357,615,391,34,5394,3541,3626,166,376,1383,3028,2403,395
421501,"ONONDAGA",2017,"FEMALE","ELEMENTARY",98,16.1,99,16.3,197,32.3,402,0.66,365,635,377,33,5231,3442,3581,178,382,1365,3020,2415,346
421501,"ONONDAGA",2014,"FEMALE","ELEMENTARY",98,16.1,99,16.3,197,32.3,402,0.66,323,602,332,35,5603,3530,3672,121,307,1309,2717,2125,479
421501,"ONONDAGA",2015,"FEMALE","ELEMENTARY",98,16.1,99,16.3,197,32.3,402,0.66,314,630,383,38,5486,3553,3625,129,327,1332,2981,2295,417
421501,"ONONDAGA",2012,"FEMALE","ELEMENTARY",98,16.1,99,16.3,197,32.3,402,0.66,321,570,276,31,5853,3596,3675,0,220,1255,2592,1646,591
421501,"ONONDAGA",2013,"FEMALE","ELEMENTARY",98,16.1,99,16.3,197,32.3,402,0.66,336,580,315,33,5691,3549,3666,121,260,1267,2568,1844,604
421501,"ONONDAGA",2016,"MALE","ELEMENTARY",90,15.4,89,15.3,179,30.7,387,0.664,357,615,391,34,5394,3541,3626,166,376,1383,3028,2403,395
